CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLAZAS,
MAESTROS,ALMERÍA,AGUADULCE,04006410-C.E.I.P. VIRGILIO VALDIVIA,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,
MAESTROS,ALMERÍA,AGUADULCE,04006410-C.E.I.P. VIRGILIO VALDIVIA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04010061-E.O.E. AGUADULCE,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,10,
MAESTROS,ALMERÍA,AGUADULCE,04010061-E.O.E. AGUADULCE,00597037-AUDICIÓN Y LENGUAJE,2,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,10597035-MÚSICA (PRIMARIA) - BILINGÜE FRANCÉS,1,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,
MAESTROS,ALMERÍA,AGUADULCE,04601646-C.E.I.P. BLAS INFANTE,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597031-EDUCACIÓN INFANTIL,6,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,ALMERÍA,AGUADULCE,04602158-C.E.I.P. FRANCISCO SÁIZ SANZ,00597038-EDUCACIÓN PRIMARIA,9,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590001-FILOSOFIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590003-LATIN P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590005-GEOGRAFIA E HISTORIA P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590006-MATEMATICAS P.E.S.,7,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590007-FISICA Y QUIMICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590009-DIBUJO P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590010-FRANCES P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590011-INGLES P.E.S.,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590017-EDUCACION FISICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590019-TECNOLOGIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590061-ECONOMIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00590107-INFORMATICA P.E.S.,19,
PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,10,
MAESTROS,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590016-MUSICA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590019-TECNOLOGIA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700260-I.E.S. AGUADULCE,11590107-INFORMATICA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590006-MATEMATICAS P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590007-FISICA Y QUIMICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590011-INGLES P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00590019-TECNOLOGIA P.E.S.,1,
MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597021-CIENCIAS SOCIALES-GEOGRAFÍA E HISTORIA,1,
MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597025-IDIOMA EXTRANJERO-INGLÉS (SECUNDARIA),1,
MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597026-IDIOMA EXTRANJERO-FRANCÉS (SECUNDARIA),1,
MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597027-EDUCACIÓN FÍSICA (SECUNDARIA),1,
MAESTROS,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590006-MATEMATICAS (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,AGUADULCE,04700673-I.E.S. CARLOS III,11590019-TECNOLOGIA (INGLES) P.E.S.,1,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597023-MATEMÁTICAS,1,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597031-EDUCACIÓN INFANTIL,2,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,ALBÁNCHEZ,04601981-C.P.R. FILABRES,00597038-EDUCACIÓN PRIMARIA,2,
MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597031-EDUCACIÓN INFANTIL,1,
MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,ALBOLODUY,04008686-C.P.R. AZAHAR,00597038-EDUCACIÓN PRIMARIA,4,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597036-PEDAGOGÍA TERAPÉUTICA,2,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597037-AUDICIÓN Y LENGUAJE,1,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,00597038-EDUCACIÓN PRIMARIA,6,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,
MAESTROS,ALMERÍA,ALBOX,04000213-C.E.I.P. VELÁZQUEZ,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,4,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597031-EDUCACIÓN INFANTIL,9,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597034-EDUCACIÓN FÍSICA,2,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597036-PEDAGOGÍA TERAPÉUTICA,1,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,00597038-EDUCACIÓN PRIMARIA,7,
MAESTROS,ALMERÍA,ALBOX,04000225-C.E.I.P. VIRGEN DEL SALIENTE,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,6,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590001-FILOSOFIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590005-GEOGRAFIA E HISTORIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590006-MATEMATICAS P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590007-FISICA Y QUIMICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590010-FRANCES P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590011-INGLES P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590017-EDUCACION FISICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590019-TECNOLOGIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590103-ASESORIA Y PROC. IMAGEN PERSONAL P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590107-INFORMATICA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00590803-CULTURA CLASICA P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00591218-PELUQUERIA P.T.F.P.,2,
PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00591227-SISTEMAS Y APLIC. INFORMATICOS P.T.F.P.,1,
MAESTROS,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590005-GEOGRAFIA E HISTORIA (FRANCES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590007-FISICA Y QUIMICA (FRANCES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590008-BIOLOGIA Y GEOLOGIA (FRANCES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,10590009-DIBUJO (FRANCES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,11590006-MATEMATICAS (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04000250-I.E.S. CARDENAL CISNEROS,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590001-FILOSOFIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590005-GEOGRAFIA E HISTORIA P.E.S.,4,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590006-MATEMATICAS P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590007-FISICA Y QUIMICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590009-DIBUJO P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590010-FRANCES P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590011-INGLES P.E.S.,5,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590016-MUSICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590061-ECONOMIA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590101-ADMINISTRACION DE EMPRESAS P.E.S.,3,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590107-INFORMATICA P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590111-ORG. Y PROCESOS MANTEN. VEHICULOS P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00590803-CULTURA CLASICA P.E.S.,1,
PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00591209-MANTENIMIENTO DE VEHICULOS P.T.F.P.,4,
PROFESORES TEC. DE FORMACION PROFESIONAL,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00591222-PROC. GESTION ADMINISTRATIVA P.T.F.P.,2,
MAESTROS,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00597041-PROGRAMAS CUALIFICACIÓN PROF. INICIAL,1,
MAESTROS,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,00597060-PEDAGOGÍA TERAPÉUTICA ESO,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590006-MATEMATICAS (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590019-TECNOLOGIA (INGLES) P.E.S.,2,
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,ALBOX,04005284-I.E.S. MARTÍN GARCÍA RAMOS,11590101-ADMINISTRACION EMPRESAS (INGLES)P.E.S.,1,
MAESTROS,ALMERÍA,ALBOX,04500908-C.E.PER. BLAS INFANTE,00597038-EDUCACIÓN PRIMARIA,1,
MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597031-EDUCACIÓN INFANTIL,4,
MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597034-EDUCACIÓN FÍSICA,2,
MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,ALBOX,04601993-C.P.R. MEDIO ALMANZORA II,00597038-EDUCACIÓN PRIMARIA,7,
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594410-FLAUTA TRAVESERA P.M.A.E.,1,
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594414-GUITARRA P.M.A.E.,1,
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594423-PIANO P.M.A.E.,1,
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,ALBOX,04700201-C.E.M. EMILIA PEÑA,00594460-LENGUAJE MUSICAL P.M.A.E.,1,
MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597031-EDUCACIÓN INFANTIL,2,
MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,ALCOLEA,04602092-C.P.R. ALCOLEA-FONDÓN,00597038-EDUCACIÓN PRIMARIA,1,
MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597031-EDUCACIÓN INFANTIL,2,
MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597032-LENGUA EXTRANJERA-INGLÉS,1,
MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597034-EDUCACIÓN FÍSICA,1,
MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597035-MÚSICA,1,
MAESTROS,ALMERÍA,ALHABIA,04000365-C.E.I.P. JUAN XXIII,00597038-EDUCACIÓN PRIMARIA,1,
MAESTROS,ALMERÍA,ALHAMA DE ALMERÍA,04000377-C.E.I.P. INMACULADA CONCEPCIÓN,00597031-EDUCACIÓN INFANTIL,7,
MAESTROS,ALMERÍA,ALHAMA DE ALMERÍA,04000377-C.E.I.P. INMACULADA CONCEPCIÓN,00597032-LENGUA EXTRANJERA-INGLÉS,2,
MAESTROS,ALMERÍA,ALHAMA DE ALMERÍA,04000377-C.E.I.P. INMACULADA CONCEPCIÓN,00597033-LENGUA EXTRANJERA-FRANCÉS,1,
MAESTROS,ALMERÍA,ALHAMA DE ALMERÍA,04000377-C.E.I.P. INMACULADA CONCEPCIÓN,00597034-EDUCACIÓN FÍSICA,2,
